temperature,humidity,exposure_hours,activity_level,hydration_level,age_group,heat_index,risk_score,risk_label
29.6,63.6,3,light,poor,36-45,32.7,0.741,high
33.4,63.7,9,light,poor,18-25,42.0,1.0,extreme
43.6,49.4,2,moderate,moderate,36-45,67.0,1.0,extreme
28.9,67.2,1,extreme,well,18-25,32.0,0.774,high
36.4,81.7,6,heavy,moderate,46-55,64.5,0.999,extreme
36.4,80.5,10,extreme,moderate,36-45,63.3,0.938,extreme
40.9,39.1,7,heavy,well,55+,50.0,0.953,extreme
39.8,64.8,1,heavy,moderate,26-35,66.3,1.0,extreme
36.5,61.4,11,light,well,18-25,50.5,0.995,extreme
27.8,59.9,12,light,moderate,18-25,29.1,0.683,moderate
28.0,65.3,6,light,poor,46-55,30.0,0.79,high
34.3,55.2,1,extreme,moderate,26-35,41.0,0.908,extreme
43.1,26.0,1,heavy,poor,36-45,47.1,1.0,extreme
30.9,48.8,1,heavy,moderate,36-45,32.3,0.767,high
28.4,71.2,6,moderate,well,36-45,31.7,0.471,moderate
32.3,71.7,6,moderate,moderate,36-45,41.9,1.0,extreme
27.5,63.7,11,extreme,poor,26-35,29.1,0.939,extreme
30.2,64.4,5,moderate,moderate,55+,34.2,0.879,extreme
28.9,70.7,1,light,well,18-25,32.8,0.53,moderate
34.1,60.6,3,extreme,moderate,26-35,42.9,0.983,extreme
33.3,59.1,10,extreme,poor,36-45,39.9,0.935,extreme
29.7,75.8,9,light,well,55+,35.8,0.935,extreme
36.2,40.0,1,light,moderate,26-35,39.6,0.879,extreme
24.1,75.2,12,extreme,well,26-35,24.5,0.712,high
28.8,56.2,6,extreme,moderate,18-25,30.1,0.729,high
36.2,67.2,8,moderate,poor,46-55,53.2,1.0,extreme
29.6,70.4,6,extreme,well,26-35,34.2,0.942,extreme
35.0,83.3,5,moderate,well,18-25,58.7,0.999,extreme
37.7,51.9,4,light,well,55+,48.8,0.946,extreme
30.3,62.0,9,light,poor,36-45,33.9,0.96,extreme
29.7,88.4,12,moderate,well,26-35,39.1,0.929,extreme
30.4,61.9,4,light,moderate,46-55,34.0,0.692,moderate
29.2,63.2,2,heavy,moderate,46-55,31.8,0.675,moderate
35.5,82.5,1,heavy,poor,36-45,60.7,1.0,extreme
29.5,59.2,10,extreme,moderate,55+,31.7,0.981,extreme
32.4,51.7,5,extreme,poor,26-35,35.7,0.989,extreme
28.1,38.0,10,moderate,well,26-35,27.6,0.691,moderate
35.4,64.5,11,light,moderate,46-55,48.5,0.921,extreme
20.0,46.8,7,extreme,poor,18-25,19.3,0.815,high
33.3,26.8,5,extreme,poor,18-25,31.9,0.966,extreme
32.2,74.7,10,light,poor,55+,42.9,0.972,extreme
37.6,47.3,1,moderate,moderate,55+,46.0,1.0,extreme
31.7,61.0,5,light,well,55+,36.6,0.696,moderate
33.4,45.6,11,heavy,moderate,55+,35.8,1.0,extreme
33.0,66.2,4,extreme,moderate,36-45,41.8,1.0,extreme
36.0,66.0,1,heavy,moderate,26-35,51.6,1.0,extreme
31.0,81.7,11,extreme,well,55+,41.6,1.0,extreme
39.3,51.8,2,moderate,well,18-25,53.8,0.978,extreme
32.4,66.1,3,heavy,poor,55+,40.1,0.972,extreme
30.6,65.7,10,extreme,moderate,36-45,35.5,0.927,extreme
32.1,58.6,4,extreme,moderate,36-45,37.0,0.89,extreme
30.2,64.9,6,moderate,poor,55+,34.4,1.0,extreme
28.4,76.4,6,light,well,36-45,32.5,0.626,moderate
31.0,61.5,1,extreme,well,46-55,35.3,0.951,extreme
39.2,65.5,11,heavy,well,18-25,64.0,1.0,extreme
27.1,69.8,10,light,poor,55+,29.0,0.891,extreme
31.2,28.7,11,heavy,poor,55+,29.8,1.0,extreme
27.4,61.7,10,extreme,poor,36-45,28.8,1.0,extreme
31.0,60.4,9,light,well,36-45,35.0,0.67,moderate
26.9,64.9,2,heavy,moderate,26-35,28.4,0.428,moderate
20.8,17.2,8,moderate,well,26-35,19.4,0.285,low
39.9,64.1,2,extreme,moderate,55+,65.8,1.0,extreme
28.7,76.6,4,heavy,moderate,55+,33.4,0.915,extreme
37.1,59.6,3,extreme,well,18-25,51.5,0.958,extreme
42.6,86.4,12,light,moderate,18-25,108.0,1.0,extreme
37.3,58.4,8,light,poor,36-45,51.5,0.938,extreme
23.4,63.7,3,light,moderate,18-25,23.4,0.215,low
41.2,23.1,5,heavy,well,26-35,42.4,1.0,extreme
29.8,53.4,10,light,poor,26-35,31.2,0.742,high
23.6,84.5,7,heavy,poor,55+,24.3,0.759,high
36.8,33.1,11,moderate,moderate,36-45,38.3,0.876,extreme
37.2,85.6,11,moderate,well,55+,71.9,0.991,extreme
38.3,61.1,1,heavy,well,36-45,56.8,0.968,extreme
34.7,76.4,3,heavy,poor,36-45,53.1,0.919,extreme
27.5,37.9,11,light,well,55+,27.2,0.761,high
31.6,50.8,7,moderate,well,55+,33.8,0.711,high
33.4,62.6,9,light,moderate,36-45,41.5,0.971,extreme
33.8,63.5,8,extreme,poor,26-35,43.2,0.986,extreme
29.2,46.8,4,moderate,poor,26-35,29.5,0.635,moderate
25.8,55.4,12,light,poor,18-25,25.9,0.585,moderate
35.5,72.1,5,moderate,poor,55+,53.4,0.908,extreme
28.4,68.6,7,moderate,well,18-25,31.2,0.457,moderate
31.2,68.8,9,moderate,well,18-25,37.8,0.777,high
39.2,34.8,7,heavy,well,36-45,43.7,0.985,extreme
29.9,52.2,9,heavy,moderate,36-45,31.2,0.839,high
41.7,74.1,10,light,poor,36-45,85.3,1.0,extreme
24.8,74.1,4,extreme,moderate,18-25,25.2,0.5,moderate
28.1,51.6,6,heavy,moderate,46-55,28.7,0.826,high
37.2,64.7,12,heavy,moderate,26-35,55.4,0.974,extreme
27.4,65.1,3,extreme,poor,46-55,29.0,1.0,extreme
34.8,32.1,1,moderate,moderate,55+,34.8,0.835,high
30.7,58.8,8,heavy,well,55+,33.9,0.795,high
27.2,49.2,4,light,poor,18-25,27.6,0.506,moderate
34.4,39.6,1,extreme,poor,18-25,36.0,0.995,extreme
40.8,58.3,6,heavy,well,18-25,64.2,1.0,extreme
35.9,37.4,9,light,well,26-35,38.1,0.704,high
32.3,52.3,8,heavy,poor,46-55,35.6,0.903,extreme
26.7,77.6,1,extreme,well,46-55,28.8,0.723,high
32.1,71.0,5,extreme,poor,18-25,41.0,1.0,extreme
37.4,62.0,1,heavy,poor,36-45,54.1,0.95,extreme
30.1,59.8,9,extreme,poor,18-25,33.1,0.989,extreme
29.7,43.4,10,moderate,well,55+,29.7,0.771,high
33.8,39.3,6,light,poor,18-25,34.9,0.811,high
30.3,54.5,12,light,well,55+,32.3,0.907,extreme
21.1,25.4,2,heavy,moderate,36-45,19.9,0.42,moderate
33.4,59.9,1,extreme,poor,26-35,40.4,0.895,extreme
35.5,70.0,8,heavy,poor,36-45,52.1,1.0,extreme
27.5,47.3,3,extreme,well,26-35,27.7,0.55,moderate
23.9,55.3,10,heavy,moderate,18-25,23.8,0.698,moderate
32.5,60.8,9,heavy,well,55+,38.5,1.0,extreme
27.4,59.7,1,extreme,well,18-25,28.6,0.607,moderate
37.4,53.2,12,heavy,well,18-25,48.7,0.977,extreme
29.8,63.8,12,moderate,moderate,36-45,33.2,0.978,extreme
27.5,88.3,8,light,poor,55+,31.9,0.82,high
32.1,63.3,6,heavy,moderate,46-55,38.4,0.982,extreme
34.1,84.1,3,extreme,well,46-55,55.3,1.0,extreme
29.4,61.5,10,extreme,well,55+,32.0,1.0,extreme
37.9,52.0,1,heavy,moderate,36-45,49.3,0.926,extreme
34.8,44.8,12,light,well,18-25,38.4,0.795,high
33.8,89.9,12,light,moderate,46-55,57.5,0.985,extreme
28.1,45.6,10,extreme,moderate,55+,28.2,1.0,extreme
30.2,83.2,3,moderate,poor,18-25,39.1,1.0,extreme
40.3,74.4,2,heavy,moderate,26-35,77.8,0.993,extreme
30.7,64.4,6,moderate,well,18-25,35.3,0.714,high
27.0,46.6,11,heavy,well,18-25,27.2,0.768,high
31.4,26.0,5,light,poor,55+,29.8,0.782,high
40.4,78.8,12,extreme,well,18-25,83.3,1.0,extreme
32.5,78.1,9,extreme,moderate,26-35,45.4,0.997,extreme
31.1,64.3,4,extreme,moderate,26-35,36.3,0.888,extreme
31.5,54.1,12,extreme,moderate,26-35,34.4,0.929,extreme
33.4,30.2,9,light,moderate,36-45,32.5,0.773,high
43.2,55.8,11,heavy,poor,18-25,72.1,0.964,extreme
26.6,52.3,11,heavy,poor,36-45,27.2,0.967,extreme
31.4,23.8,12,extreme,well,18-25,29.6,0.863,extreme
30.1,64.2,1,light,moderate,46-55,33.9,0.743,high
35.4,51.9,10,light,well,18-25,42.5,1.0,extreme
32.3,62.3,11,extreme,moderate,46-55,38.6,1.0,extreme
30.1,45.7,6,moderate,moderate,46-55,30.5,0.731,high
37.5,58.7,3,extreme,well,46-55,52.2,1.0,extreme
23.6,45.5,9,moderate,poor,46-55,23.2,0.888,extreme
37.7,59.3,4,extreme,poor,18-25,53.5,0.968,extreme
34.6,59.5,7,light,poor,55+,43.6,1.0,extreme
37.8,75.3,12,moderate,poor,55+,65.9,1.0,extreme
37.5,64.2,2,light,well,55+,56.2,0.969,extreme
25.0,58.8,8,extreme,well,18-25,25.1,0.596,moderate
34.5,62.6,1,heavy,poor,26-35,44.7,1.0,extreme
31.6,62.2,5,extreme,well,18-25,36.7,0.842,high
35.2,72.1,4,extreme,well,18-25,52.3,0.924,extreme
31.2,53.7,4,light,poor,46-55,33.7,0.907,extreme
29.9,60.4,9,heavy,poor,18-25,32.8,0.902,extreme
37.4,89.3,9,heavy,poor,36-45,76.8,0.992,extreme
28.9,58.2,5,light,well,46-55,30.6,0.471,moderate
31.8,62.7,10,light,well,46-55,37.4,1.0,extreme
32.6,36.8,10,heavy,poor,46-55,32.5,1.0,extreme
27.5,82.5,10,extreme,poor,26-35,31.2,1.0,extreme
41.1,59.1,9,extreme,well,46-55,66.4,1.0,extreme
29.7,47.3,3,heavy,well,46-55,30.3,0.567,moderate
31.8,70.5,11,heavy,well,36-45,40.0,0.987,extreme
33.3,58.8,4,moderate,poor,46-55,39.9,0.999,extreme
35.3,44.7,5,moderate,poor,55+,39.4,0.991,extreme
29.9,62.6,7,heavy,moderate,55+,33.1,0.96,extreme
31.5,64.9,4,extreme,well,18-25,37.4,0.893,extreme
34.3,78.2,3,moderate,well,36-45,52.4,0.978,extreme
30.6,90.4,2,light,poor,46-55,43.1,1.0,extreme
32.9,96.7,5,heavy,well,46-55,57.1,1.0,extreme
23.4,61.3,7,extreme,poor,18-25,23.3,0.797,high
33.4,60.6,4,moderate,moderate,36-45,40.7,0.816,high
25.7,75.5,12,heavy,moderate,46-55,26.2,0.83,high
28.5,83.2,11,light,moderate,46-55,34.0,0.992,extreme
25.3,68.5,6,extreme,poor,26-35,25.7,0.786,high
27.3,84.9,11,heavy,poor,36-45,30.9,1.0,extreme
30.2,57.3,1,heavy,poor,36-45,32.7,0.855,extreme
42.5,71.9,1,moderate,well,36-45,87.7,0.897,extreme
29.3,53.8,7,heavy,moderate,18-25,30.6,0.677,moderate
22.3,78.4,9,light,well,36-45,22.6,0.423,moderate
35.5,74.5,11,extreme,moderate,36-45,54.9,1.0,extreme
34.3,44.8,3,light,moderate,46-55,37.4,0.641,moderate
31.1,74.4,5,moderate,moderate,55+,39.1,1.0,extreme
31.8,72.3,5,extreme,moderate,36-45,40.5,0.944,extreme
32.6,61.1,11,heavy,poor,18-25,38.9,0.991,extreme
26.2,46.8,12,moderate,moderate,55+,26.1,0.737,high
32.7,64.0,11,moderate,poor,26-35,40.1,0.925,extreme
40.6,34.6,8,light,well,46-55,46.6,0.957,extreme
32.0,46.6,10,moderate,moderate,55+,33.5,0.86,extreme
39.6,57.8,6,heavy,poor,46-55,59.1,1.0,extreme
33.2,61.6,7,extreme,well,55+,40.7,1.0,extreme
27.1,48.8,9,extreme,well,55+,27.4,0.954,extreme
40.1,60.5,6,moderate,moderate,36-45,63.5,0.943,extreme
32.6,79.6,2,heavy,well,26-35,46.4,0.865,extreme
33.3,48.1,1,extreme,well,26-35,36.4,0.75,high
30.0,52.9,5,extreme,moderate,55+,31.6,0.873,extreme
39.8,52.4,5,heavy,moderate,26-35,55.8,1.0,extreme
31.8,68.9,10,extreme,moderate,18-25,39.5,1.0,extreme
31.9,56.6,11,moderate,well,36-45,35.9,0.769,high
26.9,47.2,11,light,moderate,18-25,27.1,0.578,moderate
35.8,59.3,4,moderate,moderate,46-55,47.1,0.96,extreme
35.8,75.2,1,moderate,poor,46-55,56.6,1.0,extreme
28.5,62.8,2,moderate,moderate,36-45,30.7,0.48,moderate
29.1,67.6,12,light,poor,55+,32.5,0.979,extreme
34.4,60.2,8,extreme,poor,46-55,43.3,0.984,extreme
44.7,68.0,6,moderate,poor,46-55,95.1,0.989,extreme
26.6,62.9,2,extreme,poor,36-45,27.7,0.898,extreme
37.4,100.0,6,moderate,poor,55+,87.8,1.0,extreme
37.8,66.8,3,heavy,well,55+,59.1,0.865,extreme
38.5,42.9,8,light,poor,26-35,46.1,0.972,extreme
29.5,56.0,5,light,moderate,55+,31.2,0.616,moderate
33.3,51.3,2,heavy,well,55+,37.4,0.828,high
38.0,77.9,11,moderate,moderate,36-45,69.2,1.0,extreme
25.7,73.3,9,light,well,55+,26.2,0.624,moderate
32.7,60.5,8,heavy,well,26-35,39.0,0.994,extreme
32.3,59.8,5,light,moderate,55+,37.7,0.781,high
33.0,47.4,7,heavy,well,36-45,35.5,0.65,moderate
36.2,64.1,1,heavy,poor,46-55,51.1,1.0,extreme
37.1,68.7,4,light,poor,36-45,57.8,1.0,extreme
32.4,87.9,6,extreme,poor,55+,49.8,0.933,extreme
25.0,54.1,12,moderate,poor,26-35,25.0,0.808,high
39.7,92.1,7,light,well,55+,94.7,0.962,extreme
35.7,69.4,12,moderate,poor,36-45,52.6,1.0,extreme
33.6,55.1,1,light,well,36-45,39.3,0.692,moderate
24.3,32.2,8,light,poor,55+,23.7,0.623,moderate
34.5,59.3,2,light,poor,46-55,43.2,0.99,extreme
38.1,38.1,11,extreme,moderate,55+,42.7,0.932,extreme
31.8,64.7,4,moderate,well,26-35,38.0,0.631,moderate
28.2,63.7,9,heavy,poor,18-25,30.1,1.0,extreme
21.3,71.3,6,heavy,well,46-55,21.4,0.618,moderate
36.1,77.5,7,moderate,moderate,18-25,59.9,1.0,extreme
33.7,50.3,10,moderate,moderate,46-55,37.9,1.0,extreme
34.4,55.3,2,light,poor,26-35,41.2,0.995,extreme
30.8,87.2,4,extreme,moderate,36-45,42.9,0.987,extreme
25.5,79.0,8,moderate,poor,46-55,26.1,0.714,high
33.2,24.6,11,heavy,poor,18-25,31.6,1.0,extreme
41.4,33.7,2,moderate,poor,36-45,48.1,0.933,extreme
29.4,76.4,6,light,moderate,55+,35.2,0.716,high
38.2,55.2,6,extreme,moderate,18-25,52.6,1.0,extreme
28.1,57.4,8,extreme,well,36-45,29.4,0.618,moderate
26.1,81.5,8,moderate,moderate,18-25,28.0,0.52,moderate
23.8,95.7,11,moderate,moderate,26-35,24.7,0.585,moderate
30.9,39.6,3,light,poor,26-35,30.8,0.492,moderate
35.4,71.4,12,light,moderate,36-45,52.7,1.0,extreme
32.5,63.2,11,heavy,poor,46-55,39.3,1.0,extreme
34.2,52.8,11,moderate,well,26-35,39.8,1.0,extreme
33.0,40.7,6,moderate,well,46-55,34.0,0.744,high
37.7,74.4,12,extreme,poor,55+,64.7,0.933,extreme
32.9,29.4,8,light,moderate,46-55,31.8,0.636,moderate
41.2,69.2,5,heavy,well,46-55,77.0,1.0,extreme
36.3,50.6,9,light,poor,18-25,44.1,0.981,extreme
25.8,69.2,2,extreme,poor,36-45,26.2,0.701,high
30.5,66.2,5,moderate,well,18-25,35.2,0.639,moderate
27.9,61.1,10,heavy,well,18-25,29.4,0.885,extreme
36.6,90.2,10,heavy,well,55+,72.9,1.0,extreme
34.7,57.3,5,extreme,moderate,36-45,42.9,1.0,extreme
32.3,74.1,5,heavy,moderate,36-45,42.9,0.947,extreme
30.7,80.3,12,extreme,well,46-55,40.1,0.878,extreme
31.2,54.5,1,heavy,poor,46-55,33.9,0.977,extreme
37.5,49.3,4,moderate,moderate,18-25,46.7,0.807,high
32.2,54.5,6,moderate,poor,55+,36.0,1.0,extreme
35.5,57.7,9,heavy,moderate,18-25,45.4,0.981,extreme
33.4,79.5,2,heavy,moderate,36-45,49.4,1.0,extreme
41.5,73.3,5,moderate,well,18-25,83.1,1.0,extreme
31.8,39.2,9,moderate,well,26-35,31.9,0.696,moderate
25.9,50.4,5,heavy,moderate,26-35,25.9,0.518,moderate
30.4,76.9,7,moderate,poor,18-25,37.9,0.885,extreme
37.6,64.6,5,extreme,moderate,55+,56.7,0.891,extreme
35.6,48.1,8,light,poor,36-45,41.3,0.856,extreme
30.4,68.4,6,light,well,36-45,35.7,0.494,moderate
28.2,61.8,6,heavy,poor,18-25,30.0,0.789,high
29.7,16.3,4,extreme,poor,36-45,28.0,0.85,extreme
36.4,61.3,6,moderate,poor,46-55,50.2,0.954,extreme
28.9,64.5,2,extreme,moderate,18-25,31.5,0.753,high
29.9,71.0,6,heavy,well,18-25,35.0,0.745,high
28.3,99.3,1,heavy,moderate,36-45,36.8,0.74,high
31.6,63.3,9,light,poor,46-55,37.1,0.968,extreme
32.7,41.8,2,extreme,moderate,36-45,33.6,0.924,extreme
29.1,77.6,3,light,poor,26-35,34.5,0.719,high
28.6,40.1,1,light,moderate,18-25,28.3,0.368,low
24.8,53.4,6,extreme,moderate,18-25,24.8,0.68,moderate
28.9,48.8,2,light,well,55+,29.4,0.461,moderate
31.9,40.7,11,heavy,moderate,36-45,32.3,1.0,extreme
36.4,58.9,12,moderate,well,46-55,49.0,0.987,extreme
31.9,48.1,12,heavy,well,18-25,33.7,0.953,extreme
25.3,53.3,11,moderate,poor,46-55,25.3,0.991,extreme
34.9,80.1,7,extreme,well,36-45,56.1,1.0,extreme
31.6,70.0,1,extreme,poor,55+,39.2,0.959,extreme
31.7,57.1,7,light,moderate,26-35,35.6,0.701,high
33.5,86.3,11,light,moderate,18-25,53.5,0.974,extreme
30.8,41.3,6,extreme,poor,18-25,30.8,0.941,extreme
28.2,50.5,9,extreme,moderate,18-25,28.7,1.0,extreme
26.2,86.0,5,moderate,poor,18-25,28.5,0.691,moderate
30.9,58.7,2,extreme,poor,46-55,34.4,0.951,extreme
30.3,62.9,12,extreme,poor,36-45,34.1,1.0,extreme
45.1,57.7,12,heavy,moderate,18-25,83.2,0.899,extreme
24.5,50.1,7,light,poor,46-55,24.3,0.575,moderate
30.1,87.6,5,light,moderate,18-25,40.3,0.891,extreme
35.5,58.7,2,heavy,poor,55+,45.8,1.0,extreme
37.4,47.9,12,moderate,moderate,26-35,45.7,0.97,extreme
25.5,66.7,3,extreme,moderate,18-25,25.9,0.483,moderate
33.6,54.0,12,extreme,well,26-35,38.8,1.0,extreme
28.8,34.2,12,heavy,moderate,26-35,27.9,0.864,extreme
33.5,55.9,5,extreme,well,18-25,39.3,0.967,extreme
31.2,55.4,5,extreme,poor,18-25,34.2,0.911,extreme
38.6,58.8,12,heavy,moderate,46-55,56.2,1.0,extreme
25.7,68.9,9,heavy,moderate,26-35,26.2,0.796,high
27.1,72.0,9,heavy,moderate,36-45,29.2,0.756,high
30.3,59.7,6,extreme,poor,26-35,33.3,1.0,extreme
31.0,66.4,4,extreme,well,36-45,36.6,0.802,high
38.6,77.4,5,heavy,well,55+,72.1,1.0,extreme
30.1,42.4,2,heavy,poor,55+,30.1,0.875,extreme
27.9,96.6,8,extreme,well,36-45,34.7,0.887,extreme
37.7,87.6,9,moderate,well,36-45,76.6,1.0,extreme
29.2,54.3,8,light,well,55+,30.6,0.556,moderate
32.6,43.3,1,heavy,poor,55+,33.8,0.969,extreme
32.7,70.6,11,moderate,well,55+,42.7,1.0,extreme
44.2,27.5,8,moderate,well,26-35,50.4,1.0,extreme
35.7,51.2,12,light,moderate,26-35,43.0,0.919,extreme
31.4,70.2,5,light,poor,36-45,38.9,0.763,high
33.3,52.0,2,moderate,poor,55+,37.5,0.929,extreme
34.2,23.5,6,moderate,well,26-35,32.5,0.636,moderate
36.3,53.6,5,moderate,well,46-55,45.6,1.0,extreme
40.7,75.4,1,light,well,26-35,81.4,0.892,extreme
31.0,33.9,2,extreme,well,55+,30.1,0.771,high
42.6,62.6,10,heavy,well,36-45,76.6,0.911,extreme
32.4,49.9,2,extreme,moderate,46-55,35.0,1.0,extreme
33.4,73.1,5,moderate,poor,26-35,46.3,0.928,extreme
22.8,76.3,3,moderate,poor,18-25,23.1,0.497,moderate
27.8,37.2,7,extreme,well,26-35,27.4,0.617,moderate
34.7,57.6,9,moderate,moderate,18-25,43.2,1.0,extreme
31.1,42.8,6,moderate,moderate,55+,31.5,0.656,moderate
39.2,72.9,2,extreme,well,55+,70.9,0.925,extreme
33.1,51.4,8,heavy,poor,26-35,36.9,0.89,extreme
40.3,66.5,2,light,poor,18-25,70.0,1.0,extreme
39.4,50.4,6,extreme,poor,46-55,53.2,0.995,extreme
35.3,48.6,2,light,poor,18-25,40.8,0.872,extreme
30.8,57.8,1,light,well,18-25,34.0,0.403,moderate
28.1,29.8,2,light,poor,26-35,27.2,0.42,moderate
35.2,74.5,9,heavy,well,36-45,53.9,1.0,extreme
36.4,57.3,10,light,well,26-35,48.0,0.968,extreme
28.9,73.4,1,extreme,moderate,36-45,33.2,0.871,extreme
26.5,48.1,7,heavy,moderate,18-25,26.4,0.527,moderate
27.9,56.3,12,heavy,well,36-45,28.9,0.736,high
32.2,26.3,10,heavy,moderate,46-55,30.7,1.0,extreme
31.1,69.9,12,light,moderate,26-35,37.7,0.79,high
21.3,46.3,10,heavy,poor,36-45,20.7,0.819,high
42.2,62.1,9,extreme,well,18-25,74.4,0.961,extreme
38.0,57.2,11,extreme,well,36-45,53.1,1.0,extreme
38.8,61.4,7,extreme,moderate,55+,59.1,1.0,extreme
29.1,68.4,10,extreme,moderate,55+,32.7,0.973,extreme
29.0,91.6,4,light,well,36-45,37.7,0.52,moderate
34.1,59.7,4,heavy,moderate,55+,42.4,0.991,extreme
32.8,48.7,6,extreme,moderate,36-45,35.5,0.972,extreme
35.3,47.3,7,heavy,moderate,36-45,40.4,1.0,extreme
27.6,58.1,6,extreme,poor,36-45,28.7,0.929,extreme
29.3,44.8,8,light,well,18-25,29.4,0.375,low
33.4,53.1,12,moderate,well,18-25,38.2,0.926,extreme
27.8,68.4,8,extreme,well,26-35,30.1,0.7,moderate
25.5,70.5,10,moderate,poor,36-45,25.9,0.729,high
27.7,73.5,9,heavy,moderate,26-35,30.6,0.91,extreme
35.3,40.8,2,moderate,moderate,46-55,38.1,0.784,high
35.8,52.8,2,light,moderate,26-35,43.7,0.751,high
30.1,62.1,1,extreme,poor,26-35,33.4,0.984,extreme
28.2,40.6,9,light,well,26-35,27.9,0.542,moderate
29.4,42.0,2,heavy,poor,18-25,29.3,0.654,moderate
39.8,57.4,10,heavy,moderate,26-35,59.6,0.961,extreme
22.3,62.0,11,light,well,18-25,22.3,0.307,low
46.1,48.1,1,moderate,well,18-25,75.9,0.885,extreme
33.1,66.5,10,light,poor,36-45,42.4,0.799,high
33.0,31.1,1,moderate,poor,36-45,32.2,0.838,high
26.8,70.7,4,extreme,well,36-45,28.7,0.611,moderate
29.2,92.8,10,moderate,moderate,55+,38.4,0.899,extreme
40.4,63.9,1,light,poor,26-35,67.6,0.97,extreme
30.6,77.0,12,heavy,well,26-35,38.6,0.973,extreme
39.4,47.9,5,heavy,well,46-55,51.4,0.936,extreme
45.2,73.8,4,extreme,well,26-35,107.0,0.855,extreme
29.1,36.5,5,extreme,moderate,18-25,28.4,0.743,high
39.0,41.9,3,light,well,55+,46.9,0.862,extreme
29.2,54.1,5,extreme,poor,36-45,30.4,0.884,extreme
27.5,50.4,7,extreme,moderate,26-35,27.9,0.773,high
29.3,87.7,2,heavy,moderate,18-25,37.4,0.663,moderate
34.5,45.8,12,extreme,well,18-25,38.0,0.959,extreme
27.6,63.1,8,extreme,moderate,36-45,29.2,0.731,high
26.4,92.6,3,extreme,poor,55+,29.4,1.0,extreme
29.9,63.2,11,extreme,moderate,36-45,33.2,1.0,extreme
39.6,44.4,3,heavy,well,36-45,49.9,0.973,extreme
34.9,54.2,12,light,poor,26-35,42.0,0.989,extreme
22.5,61.6,6,extreme,poor,26-35,22.5,0.862,extreme
31.0,86.3,7,light,well,18-25,43.0,0.856,extreme
34.4,39.4,4,extreme,poor,26-35,35.9,1.0,extreme
30.6,69.0,1,light,well,36-45,36.2,0.425,moderate
26.2,58.7,11,extreme,moderate,26-35,26.4,0.836,high
26.8,42.1,9,light,poor,18-25,26.8,0.687,moderate
25.3,81.3,3,moderate,well,46-55,26.0,0.44,moderate
30.8,53.0,8,light,poor,46-55,33.0,0.972,extreme
31.5,71.0,9,extreme,well,55+,39.4,0.945,extreme
31.6,84.7,12,moderate,well,55+,44.7,0.949,extreme
38.0,44.2,9,extreme,well,26-35,45.4,1.0,extreme
36.2,55.2,1,heavy,well,18-25,46.1,0.941,extreme
35.7,86.9,7,extreme,well,26-35,65.1,0.933,extreme
36.5,51.8,3,moderate,moderate,36-45,45.4,0.836,high
34.6,27.7,3,heavy,poor,26-35,33.7,0.945,extreme
34.1,48.2,4,light,well,55+,38.1,0.651,moderate
34.6,68.9,9,moderate,poor,18-25,48.3,1.0,extreme
27.4,43.0,3,extreme,well,26-35,27.4,0.617,moderate
37.7,45.2,3,extreme,moderate,18-25,45.1,1.0,extreme
33.1,37.9,12,moderate,poor,26-35,33.4,1.0,extreme
28.5,27.6,11,extreme,moderate,55+,27.4,0.97,extreme
27.4,32.0,12,moderate,well,55+,26.7,0.655,moderate
34.1,81.0,3,light,well,36-45,53.3,0.843,high
21.0,43.6,6,heavy,well,55+,20.3,0.573,moderate
22.5,58.6,1,moderate,poor,46-55,22.3,0.636,moderate
21.3,25.6,7,extreme,moderate,36-45,20.2,0.661,moderate
28.1,37.8,3,heavy,moderate,55+,27.6,0.664,moderate
34.7,58.8,4,moderate,moderate,26-35,43.6,0.913,extreme
27.9,54.3,11,heavy,well,36-45,28.7,0.725,high
42.0,55.7,5,heavy,poor,26-35,66.7,0.952,extreme
36.8,34.4,12,light,well,46-55,38.7,0.899,extreme
33.1,56.0,11,extreme,well,36-45,38.5,1.0,extreme
30.0,42.4,1,light,well,18-25,30.0,0.21,low
24.5,52.6,1,light,poor,46-55,24.3,0.523,moderate
31.3,92.6,1,extreme,poor,18-25,47.2,1.0,extreme
24.7,33.6,9,moderate,moderate,46-55,24.1,0.74,high
33.8,57.8,9,extreme,poor,55+,40.8,0.977,extreme
24.6,60.0,1,light,moderate,36-45,24.7,0.2,low
37.9,86.8,12,extreme,moderate,18-25,77.6,1.0,extreme
36.9,62.3,12,heavy,poor,36-45,52.4,0.984,extreme
32.3,70.8,1,heavy,poor,18-25,41.5,1.0,extreme
38.2,60.1,6,extreme,well,36-45,55.8,1.0,extreme
36.3,58.3,3,moderate,moderate,36-45,48.1,1.0,extreme
28.7,80.4,5,light,well,46-55,34.1,0.664,moderate
35.4,50.1,11,light,poor,46-55,41.8,1.0,extreme
37.6,43.6,9,heavy,well,26-35,44.2,1.0,extreme
36.7,51.2,3,heavy,poor,26-35,45.4,0.932,extreme
35.0,63.6,12,moderate,moderate,46-55,46.8,0.986,extreme
30.9,33.2,6,extreme,poor,26-35,29.9,0.95,extreme
34.7,47.9,10,moderate,poor,46-55,39.3,1.0,extreme
30.2,48.5,7,extreme,well,18-25,31.2,0.65,moderate
36.2,46.5,3,heavy,moderate,46-55,42.0,0.953,extreme
24.7,58.1,7,extreme,poor,36-45,24.8,0.835,high
